voice_name,character,candidate_id,dataset,repo,speaker_id,source_file,source_url,license,license_status,transcript,duration,sample_rate,channels,bit_depth,sha256,cleanliness,transcript_accuracy,speaker_isolation,duration_score,natural_speech,no_clipping,license_clarity,character_fit,distinctness,rpg_character_presence,dramatic_dialogue_suitability,vocal_distinctiveness,acting_performance_quality,human_status,notes
AUDITION_draganrpgsearch_candidate_03_0a85f124,DraganRPGSearch,candidate_03_0a85f124,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83699/2428_83699_000010_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2878/audio/audio.wav?Expires=1790047340&Signature=Hle-EQ5CcbOJMk1OfyPs-SgzuQz4fOVXk7oUeGtILaCbwO2v7K7zerTqojheqGUS9B9P~HEEeLu2GoRE72lirCHDRVMr4zrvjrJ3fLSYlkZijb0v9GrhQ7Z6dOBmb5wcp-cUWVk1g6NqFw~XqxAnjZ5~kddwckMsNqvXd8tb7GV4Ph8tlkns40kICvbsH8VXW0lQrOJWyUoezEdaZpg0VUbO9yN4Us3NtrCBIQB-ia9rGkplJ-p7EOo7NzxxPZB~KTSUIrRNTDWjWrBUonRJJYrcMW3Rvo5Gu7A2RWGQFJ8Bq0UOx6itlRDTGV3B0~1xJ1YEQobj3dGBn7TrIyIPdg__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"No doubt the five guineas were badly wanted; even a ""lively family"" would be hardly likely to advertise for a perfect stranger to spend Christmas with them if they were not.",8.160,24000,1,16,0e594a9bf2ef3ce9ee4fe52963d5db412ba8cb73d965b05b2614d0e5e7d93b7b,5,5,4,5,3,5,5,4,2,2,3,3,2,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
AUDITION_draganrpgsearch_candidate_04_6f8a47f2,DraganRPGSearch,candidate_04_6f8a47f2,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83699/2428_83699_000010_000003.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2879/audio/audio.wav?Expires=1790047340&Signature=qGAyc0yYTKFtLaQK5s1CEKb9Y~xEjaGfUO~Df4ZDaDq75QROUpcGys8YUb2UoVFDO9lIsxmq7gJeJAmHoL67VF8JbsPTn5UEKEiStOnICqT1qfVKjUSlaSgbss70BMsa~myjubtwPPqTw7-g2wSBymUwjvKoC6KtA5JRRt6vWNAvgodZzjcHsuZaIAX-BJWoVhMQdVdoQk2VHR4xu0Fg6GWSjQBXSXJXA1yMRoYvE~Ktzc5pPpWH~9sPF7dcGONvl4J~M91FYhmNEh8qMOwU-f~b5pfy9SH-PxXRiZcfrAUFLQuFnexZxmpE750iw0kj03hjSgMspiKO5aMWbfU5hQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"Still I felt that it could hardly be worse than a chop or cousin Lucy; the subjects of her conversation I never cared about when they were alive, and I certainly do not want to talk about them now they are dead.",11.520,24000,1,16,73e05a4f8c4e5b515122eea99275a9e2a1872f65752338b46d7e041e117df96d,5,5,4,5,3,5,5,4,2,2,3,3,2,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
AUDITION_draganrpgsearch_candidate_05_a31dd227,DraganRPGSearch,candidate_05_a31dd227,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66129/6313_66129_000090_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1361/audio/audio.wav?Expires=1790047338&Signature=lttYWEgUODFFXCF6Cxm9jsgJt84MBNIhUdsBGQWZq4sxr5NSoDSQUJ5BZKiMV0~E67ZURt5aM8OnLWVQUW1rxEEdo7yo-yvG~BZW0GwiaL78YFZdHZicVah1ijN5XaoGp6Z8IyOpCSFdJGqeVTC6RiX8xtNlWD0PFIfFpyvXUzk~UTpCE5rHT0JaSpWoB0MNKXzm77fJ24s0Gz2IPsVjDCUiysqdoyW~0EgSoioZjLcYC~9t4-bVfH4B7tE~mQnDxSwe-RAPmFDaRw1~b7Lvm5wDW-3Ukme8-L9OjUNaF2sxQ0vNw9uoLOLI3jGjeu3SvcHt5vXuRQQ4PO5egCpNzw__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,Then Chunky essayed the feat.,1.640,24000,1,16,d1fd19ae7c612eab7bfabb8e9c1732acfb9bd990d77734faef24cb14c18e6621,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_06_231f57bc,DraganRPGSearch,candidate_06_231f57bc,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66129/6313_66129_000068_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1368/audio/audio.wav?Expires=1790047338&Signature=FRBfV5hlMx2hzrg6d2GHZ9tvb8Vlw87VSgaQocD798OC~opdKSy7xeBJGu8oiMh6mlFOb9CK3bY4~-rjieEk49jKr1bQXnpz0WZ2epdWw9iTo4u2rPA94fzpiXhDB1Blt7ANP1B6Cn50LUPVinrwsvacgAa8SvnkLCsyW4vA986x3la55P~CCevg8IyqEEUAGPiqihqF6HG1U9IicwEjr-tiI0R8mTCYMxbVccbAyCqdcZdBtUHs8-L-d84SruNh-lxYWCI2snVrHWhpnO5ForKPs~AaVy2moNj1GnvCUUabwr~M74kfEqr62Q8dF7-byuMBBT30cXrrSRUPa~JXKA__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""I'll show you,"" promised Tad.",1.760,24000,1,16,ba5986957f74f8e66e092b79c4ab01b9919ee9ba9964dee5a0abe6129b340165,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_07_4efe9b6b,DraganRPGSearch,candidate_07_4efe9b6b,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66129/6313_66129_000020_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1371/audio/audio.wav?Expires=1790047338&Signature=udEYHEuR9WJK1eBeILWt8VPvMizifwPTVsxZyR2mNJkBQL-xRKJpfh-zs87tIVHeWPVHISK1pao7FHhuh7gHAichLcZkFT4sVfzQX90MoPC0nS1m0bBEYNYEZI9w5lPuL2puNC9LYqrUvdktSnboFF38pCDuqNjvFAhOAmLFusZI8WoXNU2nH0nroxPCQepiUMptRQbRaZEjnL9Sy7ab3lxn2Cb6xEPhVth0Ka~0Q3jGtF85phyGqpHU6N1JcECwKjKbowQhBskZyDxiYI2kt8o0yVCnV1CYpnWRTq~uUOfifdjaC2R~1iM2mfjNra~ukWCcNRm5xsD355ungCs0-Q__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Hooray, fellows!"" he shouted.",1.560,24000,1,16,f59a67c2b118bcb348fa15a24b634f311b4c5b2e28647fa54ee595e9235b1532,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_08_1f1b721f,DraganRPGSearch,candidate_08_1f1b721f,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000010_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1384/audio/audio.wav?Expires=1790047338&Signature=G67xFcN9t76YYR~R79hvnLmpgfLioxWBG072ucs446qJqCXcQ0CZaDGvBgy0BMNGtDsxJVG62gudyH6NidaARhgrGEhKuefSaLLwPHSQxftYEH1ydJkdfryXPrQsDI9VYFi8xkzXhrqt~xM4HaiYkU~q1kx1Uhjuccpa~A5C5b5w9DT0QNve4o8b30ZJfZllqH8zhJUkqU6IGhaDcYbOUIEPhXA4okkKSxvbi2esh-3R4UUo7rotv~m3gVRSSVbCnMJiQuuHz~z3OqY3Q6qBOLt7JCYZXlNAwDZo50-zCrjBDjV0nssjHO5uwJ3LMzK6jK39d~mNShwvBcoisE4vFQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""I know--I know--but----""",2.320,24000,1,16,2d49c35d75be4cf3185998f91f9ec2da6005f781e276f22109e62fc11b2ebcf0,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_09_cbc4bfc1,DraganRPGSearch,candidate_09_cbc4bfc1,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000017_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1394/audio/audio.wav?Expires=1790047338&Signature=Vcn8Wh8FJbp5VyIPtfAhnoQRfZZSggsA8KtbPkYTgtZVf8lj8zJCXinFS1WQNyV9SPUSh-8xn6LkKlw5OAKnKVMrsEOPdC9qmMNEscwQtBIBNGaZ-7B2G2HWGMKq8n6gj3Epd81ZVT5JOHT1LefrFe06~5Opy2auTH0ZM5Pc0z0nZklFS-7mmEU-J7nj7DKPCWmrCIKmFf10vH9vqHDIDNi8WAXKoidSaiaKNPV1InEQb24P2Gyc2QNGBnKRbzfcsTiChXFt7yU-0UdywMQkTnnkMA7098QGb~cHtDjo4M0hxZzgXoUxVoWmYB7zeUbb0TVExf1VmuX8OFE7pQZB1g__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""No.",0.520,24000,1,16,d109b754fc2539f2b2991bae9ffcf71198c13fa5fef91d8da3cea7400524f58f,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_10_8defaa4f,DraganRPGSearch,candidate_10_8defaa4f,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000036_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1418/audio/audio.wav?Expires=1790047338&Signature=dhNbPCdx4jehIa6uAoRFsngZZDm0MohPuFA8ycEBS6il72n3iMNyqWFioW05CNJ-jfID27kewnR6nh0seEfonAQHoxQO5epELWbGbauzTR-HLe8td7j3ahtOawi57enqOiQRdwQ3gmSZw-1AMzcPYXkDqhGWc662ymq5jIR7kchObcsEqVVMMqex3RAoBEDk2ISU0ODtZ2VfwfVVBbH04St1UEPr3xdlHO64tilNlwYO1a7UAHduFGLDng4e6x5EpU~~jk-ysl7IICcv5BbJnZ~gemqBL9SJDFyJYtQMRYl8vrwH4SBm6jPxUir07j5yTX2EOT9nG-zVLANIT3y4KQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"""Fainted, probably.",0.960,24000,1,16,fd5748c5fa4879e6d0e2e1d5e9233bc62c5f8c46fbf8a770df821e3c81704157,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_11_18dd517f,DraganRPGSearch,candidate_11_18dd517f,mythicinfinity/libritts_r,mythicinfinity/libritts_r,6313,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/6313/66125/6313_66125_000038_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/1425/audio/audio.wav?Expires=1790047338&Signature=uQPXKbuONhfJWZu0O8wGFOyMtcENnu8x1u4PlVfOu4B8LkgxSRCIvOY3H22rFRbbgLq98LO8DVkioQ8zx1hcbDAP5F0iALWfM3TkZXzkPo-7hgwInbNz49BOMpH3O3g3CmEf6JaQDc0rWpJS9Yr47slWXkRC6eyfJIij~jBzANCOL1-o0Cgu2JRd-35EAGp4B03ZOrkH563hZG-41-6ZAprlJBKNEV07BsU5TkAb--7alG7WyReT6tgVpn8ewQCsnc-LaqIzQJUc5pciVa2Xc3ktLuLmOeNhh0u28gGeIjBLhBPjSqxdKpQKhsewMKJjIHampKyI4v~3ma0liTq74g__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,But talking won't do it.,1.080,24000,1,16,871c31f2faa8a859a545389ebfe4568cc55d731d7b86303a13962e33cf62c0a1,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_12_11614f9a,DraganRPGSearch,candidate_12_11614f9a,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000018_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2800/audio/audio.wav?Expires=1790047339&Signature=lE86rJtMXoaswNbOaTOH--nBjJZQpWD-BHwjejC179ndIlkJsMX6C-LgIiwX8VVB1se99ddSfOlQSzTLUzti4HgxM~vCX23G9uhsY5YMite9aVu2zstOACVQWjGhsyIExCa5Z2VGwwfRfdkteZ0JEC5E-q93oDlQSBdCySsSgiWX~roLbwQjVZLQAnVNc6y6MpjzAf4fPVbMO3ADwMVnQIH8wkrPypArUArq6UmbGvG0renx4t22EbjajZry~6Bfyd-jR1u8no64J2Tb33qYReYavktcfI68V5M8wG0psyPaOjy-gzDNs6n8czs9z~o4JT-EaFBZ~74vjwGuuGVq4A__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,The woman's name is Brady.,1.360,24000,1,16,9e05c922a58dfc40f55d673a2a3818e5ef9f68deb2cf2e9ab639e38d8d89b436,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_13_19c981cf,DraganRPGSearch,candidate_13_19c981cf,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000034_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2801/audio/audio.wav?Expires=1790047339&Signature=GIGN4KbBPWIbNk9f5v0cJULU-Y~emJGKCK5frxPFYp9ZmBBEtNDMA3T8sMVvzEdx5NZWiue4xtF7cmT3RiqJIyiLFdKd~XSeWOIEUHEmLutBDidtDqM6FGUuyKg5oa-TXRPu8du3W~EoqUAr1DWCtdok4JLnOfGQq86vt2eRc3h02TmPKyL59pcFeIsMhzOl4bo5k8x5HLl48qLhoIz~6v475VbXRWWLH5WWxcTT8LwKeWAvmpzS5R8JSNyQbZ2DZ7Np6T8WwctGmxnESi7OuqLVL2gfZWJVCFptoRcypsvGnr3MRJgquAeaWmxQGoxGOtkQjJJ1HQUEViKYfgH4ZQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"I have given Mary Ann two or three trifles, and I said so.",3.960,24000,1,16,d8203279b2ae3d7e33b7c11b7c0286eef4778ab7dbcfc8ffec434b1ae0c39444,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_14_cb77bbfa,DraganRPGSearch,candidate_14_cb77bbfa,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000039_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2802/audio/audio.wav?Expires=1790047339&Signature=cTcXKQ-xnGR8lWEE5wHVsdjom1FIDczLWsVZO793FvvHLOD0rn5ZQvdSKh232zrjXtBPV7StqRdtj12tEpnjd~0YU6bjEg1lyApHo0mYteaM8hoepsfHq5Q4p3~m0VsMvayuEoWcVs3NwGw5bKuDHcHprestlBZp23nX-MKgC8ya9h9-MVleUUUYbEm5whQ-R8~b0ndRcIixy195AVIU0~OmUjWtp1YG10gTEdhcPbG5CAgYJL2T40rX6lvx0UkAtD0vVCBHTmlOX5W6lP5OEGe7ylkHM1PvsSDlYTN-yDnJX2wsP0peKvmwuV45cHoK2MC~dSuCNLR7HzZFXkGrew__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,It is to take place on Tuesday fortnight.,2.280,24000,1,16,1fab7e306fdd19ca66175e7247eb3d51e782b498ba31d383d0bad794247a1045,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_15_52e552d6,DraganRPGSearch,candidate_15_52e552d6,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000007_000005.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2803/audio/audio.wav?Expires=1790047339&Signature=gS4hN~7Airy-hXtz65BOIIv-hPrNtNNwW8ki-7t6Km-90OGfuWigS5hDk1ou-19oDfHGI~mb7~7J084I0RQl4F9baEuA1BimPe2XQ1ndz0~1rj4QMlYH6V1OaEt6B~A6uxfnPPoozF2FfdtKddicD2dOItE7lt3FrRqURl2HgW-02jAvjKgQd18UtKvVCIIY-Xq7sf7orlAbVj6zXeECL4kTI6~RQZLll-qJRChhYeU1AurSbz79RSNZHnx5~LkC1iA-j8riBUuv3d2axAFV~Te5~VcW5ywyVSRMe5oXSijEwZRyNULH4Zgibx4D~f-Xe7qVTxvgvClCSCtbMd~NSQ__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,I was not pressed for time.,1.440,24000,1,16,ea9d679d04245a212d36d9433208c8aa6e14ab5b26ec6d3edcf8a575f9cb079a,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_16_cecc3aba,DraganRPGSearch,candidate_16_cecc3aba,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000007_000000.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2804/audio/audio.wav?Expires=1790047339&Signature=VeyXUXYhzgJnwDPmEAr42kd6IbPHMaUbwKG9-J0lBYYGeGwB~-xnA7Xt0tXvZyUxjxfe0-Kq9x2~Kc4FxX7VpjzVxW503vLoXHJtKkalMO7MYoTjnjkGhZJx9bNkz5pTZeavqc6zvKSsQl5Jj03-G4m4akf-kemjbWcPpwBVMlr1k1e11IaVmjs5I~qJupYKK~Dah4XKg4cgKyqt1rccIpgXBppxBjiBQyGOolcB01LuMBw5NUcdWmyTdlfTI3Uhftyoi0SU2GkZla7V8YtraYosnw108MhE6et4US-qq-bbWeIij67UvI~jcv~xxYl5FAk3vAcxuPXdogujTuKu3Q__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,The accident in question occurred upon the Sunday evening.,2.920,24000,1,16,eb3dc7ca1f49e9c6a640b2e6f80af3bd6862d27682f5183498c4177e5b4a734e,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
AUDITION_draganrpgsearch_candidate_17_c6b8c0e5,DraganRPGSearch,candidate_17_c6b8c0e5,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000030_000004.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2805/audio/audio.wav?Expires=1790047339&Signature=ndshzDivQXWe7KHGF8Q7miBR8o7TZxVSL4QsQ4FjhB43ngXUDRb5FPxmXPItJ-0SVlQY1U6WbPGHgWdpIRjZsB14NvpEVbfBzPdREQaAkBT-afwzuBP099BOFu69aO9anDEwDrffXc97T6r7AC7ZpUMd479GkSADWUGK28sjc16f4xkWSVWgYg70n8obEOPke0vD-nJBJ~-9fSsIcYQ1Ew2PsXWLPVkTLpCgSlcaQ0QSVl4JlLV7oHWbtuZzl7l9OuadjfdN9-PDD2IVigeqB95WQr6AXtzeX2jUvyyuNjuBYdl86Ml1D7jq1a9AgHYrpnDVVdJLseUSPbGVshJD4w__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"I have no intention of being presented with an endless collection of duplicates, or a lot of useless rubbish which I don't know what to do with.",8.000,24000,1,16,87f76742a749b29cafaa88768e5493b7914bc5c6e6ec1e9a798814224dbebd83,5,5,4,5,4,5,5,3,2,3,3,3,3,PENDING_HUMAN_REVIEW,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED
AUDITION_draganrpgsearch_candidate_18_92493ef8,DraganRPGSearch,candidate_18_92493ef8,mythicinfinity/libritts_r,mythicinfinity/libritts_r,2428,/root/.cache/huggingface/datasets/downloads/extracted/5551a515e85b9e463062524539c2e1cb52ba32affe128dffd866db0205248bdd/LibriTTS_R/dev-clean/2428/83705/2428_83705_000005_000001.wav,https://datasets-server.huggingface.co/cached-assets/mythicinfinity/libritts_r/--/0d1718db351207d5a493135a62d5ed8cc4733830/--/clean/dev.clean/2806/audio/audio.wav?Expires=1790047339&Signature=CS64nn6K~EKxS01HLu5M-o67UoeDpJfPdZ3yNl9XVCw0v-DDel~Iz-3g2LHKW5Euiska0exrnHFvhYMU7Q1KNoPxMwEgnAD4Ce1XRDmC0lip~oEl93MgenNu39EfCUTiia9-MNBbywop3N3J6gixpDUjQMjuNYmoHEB6-~8xGkYkBASlA-Zf1jUSwtbDYR8Ohz-e7KV-WAqrB58Rm1P8HRxGsIOCTszHeo-gFqUvM8oubEu2l~LG5zZG2H~jN8v-m70b-Ef9cVji6frAYbISVp9MAyrJT4LRtanbNMZUoJiK8P68sw0pzLI9zXP4LQiicAa08xqGczDIkERRfVkA5w__&Key-Pair-Id=K3C0L9WB6U5DUC,cc-by-4.0,LICENSE_OK,"All, apparently, that is left for me to do, is to pay for everything.",4.400,24000,1,16,d8791c964f60f854dfbf8d48bce0e1e1d9ff933acc8998d2031418d27bc19570,5,5,4,1,4,5,5,3,2,3,3,3,3,REJECT_AUTO,RPG/character scores are metadata heuristics; Human Listening is authoritative. | distinctness_check=HUMAN_REQUIRED | DURATION_OUT_OF_RANGE
